hours_worked,sleep_hours,tasks_completed,breaks_taken,focus_level,productivity
10.287375091519294,4.818228853520619,7,1,0.6766005825511654,Medium
5.567533266935893,4.087267994007291,7,5,0.5209503312311862,Low
4.809345096873807,6.103525352839582,12,3,0.49356486336384053,Medium
7.426960831582485,7.539506121127799,7,6,0.47484837982056316,Medium
3.4092422497476265,6.353464270598394,8,3,0.6937246267165175,Medium
10.021969807540398,6.624849532142374,1,4,0.5539279491845357,Medium
2.745506436797708,9.424952166962491,4,0,0.8654904906011376,Medium
11.868869366005173,6.089532802139802,13,4,0.7356820929071695,High
9.722447692966574,7.083936934958865,6,2,0.25594528456754734,Medium
3.987156815341724,8.701918076446859,9,1,0.7121345790625329,Medium
2.055221171236024,6.379256693927621,13,2,0.41691794920014785,Medium
10.154614284548341,7.732520201367241,2,6,0.6742495933227381,Medium
9.068573438476172,9.17418225248047,1,5,0.7441055448827611,Medium
9.290071680409874,9.697123741945852,13,3,0.38466335132320967,Medium
9.712703466859457,4.882440885574228,10,4,0.565486915904295,Medium
2.740446517340904,9.559525750968966,12,7,0.3522598902552543,Low
5.584657285442726,6.952697758477229,14,4,0.24187110062920666,Medium
3.158690595251297,5.54946632979375,2,6,0.5027811387886953,Low
10.631034258755935,6.754814537429568,7,4,0.4903554174767936,Medium
8.23298126827558,9.880195451712861,3,6,0.9963843925634057,Medium
5.308980248526492,6.955708563957217,10,7,0.5570818809581137,Medium
2.6355835028602366,5.9725096617250495,2,2,0.46685563957776033,Low
5.109823217156622,7.800405125900355,14,3,0.6643800053733397,Medium
5.2518332202674705,5.440873712669158,11,1,0.27101391528621477,Medium
9.29606178338064,4.455179968651984,7,5,0.9693325887638506,Medium
8.375574713552131,4.773278331463896,13,1,0.7079680364728265,Medium
10.872127425763265,4.768275033746635,13,2,0.8038702559526782,High
6.722149251619493,4.911416161073766,2,5,0.336382350539134,Low
3.195942459383017,4.83296303589646,3,4,0.5275822824041632,Low
9.13244787222995,7.845248468819287,11,7,0.5381512907169517,Medium
9.607850486168974,5.0912805063948685,7,7,0.8574451551208695,Medium
7.612771975694963,6.074003699943179,14,0,0.20098934380752756,Medium
9.70967179954561,9.380730459436071,4,2,0.44068248668260407,Medium
6.937955963643907,6.843769841577235,13,2,0.9849890994754431,Medium
7.227328293819941,8.005346431126164,14,3,0.5799092348049749,Medium
6.275410183585496,5.033919227209779,1,1,0.5060210241952066,Low
2.2541912674409517,5.153734112852025,13,2,0.2958632016141171,Low
3.0789142699330445,4.245211697598873,14,2,0.9793317029024124,Medium
2.3142918568673423,5.013610378432987,5,4,0.2160210847406596,Low
8.364104112637804,5.671542034191752,12,4,0.7897441800057945,Medium
5.143559810763267,5.062062905660481,9,5,0.8148798438308067,Medium
7.085706911647028,4.532215202542334,8,6,0.3949253728510933,Medium
11.07566473926093,4.723815226603605,12,6,0.7372467548904298,Medium
4.49292229148875,6.764672608196355,9,0,0.274343315503512,Medium
6.103829230356297,5.238002310434755,10,6,0.40563781314566394,Medium
9.555511385430487,6.185619166288452,14,3,0.830321590633812,High
4.287981654916225,7.020503625129141,9,0,0.8917489536268322,Medium
2.7697990982879297,8.142368971776191,7,5,0.686789130127833,Low
4.8975145291376805,4.235872839046594,4,4,0.6054707454563861,Low
3.612212872540044,8.796462393454256,5,6,0.32744321649518426,Low
11.29697652342573,7.767402336945446,1,1,0.25048722646332017,Medium
10.08120379564417,4.4905541916932314,14,4,0.29411922277884694,Medium
8.334037565104236,9.241471744640663,1,7,0.38188584007687904,Low
10.714605901877178,9.525234403190879,3,3,0.4733396015175367,Medium
10.036720768991145,4.366467759129183,13,4,0.5047276204087898,Medium
3.865700588860358,5.661265888883222,14,3,0.47705741487120285,Medium
10.925589984899778,8.837207678758368,8,3,0.3912442657578125,Medium
7.393422419156507,8.48955814230195,14,3,0.6077793974013586,Medium
10.074401551640625,5.107126116138264,2,5,0.8602288865863175,Medium
10.960912999234932,5.256095940020262,4,3,0.4237628307771834,Medium
5.180034749718638,6.222832616748292,2,3,0.9539096152817865,Medium
3.1005192452767676,6.907137911146128,14,7,0.8986693293790784,Medium
4.279351625419417,7.709528629181776,5,1,0.32941136908168767,Low
6.271077886262563,6.213481837418635,9,0,0.8290207654056756,Medium
10.18014765922493,6.775208296798887,1,2,0.6596699058542133,Medium
10.607305832563434,8.48482562880254,5,7,0.6532602897371349,Medium
2.0695213053119073,4.220099217343588,14,0,0.5128342104465395,Medium
7.107473025775658,5.514621666064125,9,3,0.6009223993456079,Medium
6.17411003148779,8.280097515307315,1,1,0.5177430219433689,Low
4.221078104707303,9.371241026123196,9,4,0.6317860950079544,Medium
3.1986536733368283,7.070064652693997,8,1,0.7023600422181087,Medium
5.376151714036279,7.192680911591894,4,7,0.7394430451272387,Low
11.429097039125192,4.643032068038656,12,3,0.625984954047541,High
5.232029320207552,6.684474200940728,11,1,0.7771376538629855,Medium
7.187906217433661,7.195703598730139,10,6,0.31302243942040464,Medium
9.030189588951778,5.454823021808378,5,1,0.3695859927217908,Medium
5.63629602379294,5.615459385696286,13,3,0.8549880032594162,Medium
11.717820827209607,6.263704978627736,5,5,0.45802238227713216,Medium
11.624472949421111,4.120427186666358,11,6,0.2183150599808962,Medium
4.5178229582536416,5.93247499349907,12,1,0.3230329197344249,Medium
6.972485058923855,5.268688041979268,6,2,0.378891547597049,Medium
5.008783098167696,5.964984113067488,7,2,0.9658583103156697,Medium
4.848404943774677,4.718572790915507,8,1,0.6584331431446795,Medium
2.368869473545328,9.34316368443937,14,5,0.9461845923810039,Medium
8.095643339798968,7.561554721324292,8,4,0.6601306803972999,Medium
7.026790232288615,8.074613914866937,11,3,0.5834835521102815,Medium
2.5147875124998933,8.73502743164403,14,2,0.4509821529552769,Medium
4.786464642366115,6.990653193574344,13,4,0.6850967555467005,Medium
11.082658859666537,4.521521728524542,2,1,0.3113584196940239,Medium
4.395618906669724,7.2226392509112864,9,7,0.9186093018341648,Medium
3.448948720912231,7.521046708125275,7,4,0.8634659241130269,Medium
6.89452760277563,8.47263684510598,4,6,0.4540251583013897,Low
11.856504541106007,6.589957277378076,4,0,0.9622380220810356,Medium
4.420552715115004,4.765481816773383,11,2,0.8601606139324545,Medium
8.721355474058786,5.702655434792347,8,1,0.7330455086680319,Medium
9.616196153287175,6.178493778391811,4,7,0.2974095289002199,Low
4.376375439923997,7.875503447989607,13,3,0.5825872184384578,Medium
9.282163486118595,7.424669828013471,6,7,0.6048860438774006,Medium
5.677831327192532,6.1365803553870775,5,5,0.3860410866923041,Low
8.323058305935795,9.919091492757879,3,6,0.2639723154874416,Low
8.335297107608948,7.634648916141323,13,1,0.8213789043773543,High
7.357746840747585,5.423360750415966,14,3,0.29762804169951607,Medium
2.902897700544083,4.6106948357224224,10,5,0.6754326004494198,Medium
10.35302495589238,4.917154835105992,11,5,0.9491593391069284,High
5.207800649717358,5.475746370307049,2,1,0.900884154078434,Medium
3.8651851039985425,4.964088239557334,9,6,0.4222020989994089,Low
2.407751415547639,5.119402144307834,10,4,0.8811589100410122,Medium
7.908929431882418,5.710571012163083,9,4,0.20026600489639154,Medium
8.775643618422825,5.040241571768529,1,5,0.21415024769060578,Low
2.1658782892785613,9.380592547758551,10,4,0.6820425310742919,Medium
7.12093058299281,4.481402473969853,3,0,0.4918385753156236,Medium
4.264957751979379,7.147068337421528,8,5,0.5091686729273177,Low
8.451727904094499,6.462380961937969,6,5,0.651552872543106,Medium
3.7436642900499146,9.894271701451638,5,3,0.3534259644734885,Low
8.90937738102466,4.672233413008314,5,4,0.3694042805323827,Medium
5.867353463005374,6.38713359427445,6,6,0.5876812696150917,Low
11.367299887367345,9.816822599652212,7,5,0.8034028354750904,Medium
3.3752094414599325,9.193042755363882,1,7,0.6955982011260702,Low
5.4106635105025855,8.902432425695679,9,6,0.4378840385894711,Low
3.1347352124058907,5.547416962269639,3,0,0.544269742007137,Low
11.246936182785628,5.025325524340395,4,3,0.3365318068399987,Medium
10.77339353380981,8.011859319546586,10,1,0.2597038514696654,Medium
4.579416277151556,9.576255934765515,1,6,0.8261568325953195,Low
8.59984046034179,7.3405773580835785,13,5,0.4123099273505557,Medium
10.172222002012159,7.429676136819399,11,0,0.34221311028099854,Medium
7.5520081159946235,5.6798745619617055,10,2,0.7532944444554555,Medium
7.296505783560065,8.616957599151622,3,0,0.6944413394297488,Medium
4.418522909004517,5.12226249134514,2,0,0.7065517008107713,Low
2.9310276780589923,5.942075418425462,2,3,0.3831156838772909,Low
10.972157579533267,6.5526186316985005,14,1,0.3861164308501448,High
11.004180571633304,7.04566227210673,1,2,0.3766421038285113,Medium
8.33101457273268,5.454458394490482,8,4,0.3390020765298356,Medium
5.390297910487007,4.689020948435221,3,4,0.724578938049325,Low
5.4920957461266084,7.663720254649796,3,6,0.8784127081995212,Low
9.259556788702394,5.731783319441535,6,0,0.779453975741329,Medium
10.971102599525771,7.487429328535674,13,7,0.8336749070084346,High
10.870864242651173,4.926176291645214,8,3,0.5238387432681599,Medium
9.798755458576238,6.886840611128905,13,7,0.7232606362975986,Medium
8.420316461542878,7.195536595309515,9,3,0.48338899235581967,Medium
2.841399649950488,4.310941220934561,9,4,0.6204036975749121,Low
3.6162871409461377,6.019625669163523,4,6,0.5853078772278899,Low
10.985541885270793,4.8064880616338455,14,6,0.3415097161150835,Medium
8.0642905965959,4.380249822836607,5,6,0.5096630082685047,Medium
2.0919705161662963,9.939761394339671,2,2,0.9710578203858808,Low
3.0147154286603213,5.934123069848338,11,1,0.3988642061719537,Medium
8.635017691080558,8.85924667512781,9,2,0.307042989023591,Medium
2.050615838462187,5.527843928582583,8,5,0.5348644972991483,Low
3.6080805141749863,8.089016333343576,3,5,0.8322701886881185,Low
7.487337893665861,8.561367159338118,11,7,0.6657185838239779,Medium
8.918951976926932,7.573832443647065,12,1,0.7447798617905956,Medium
8.519612595026006,6.82945713130095,13,4,0.3517558785397418,Medium
4.242693094605598,6.471045484883611,9,1,0.6951585544061772,Medium
9.12179221347536,6.093209599257972,3,3,0.458800315929179,Medium
4.372490874968001,9.577174865486956,9,5,0.8674426927638141,Medium
5.253996981592677,8.983716446726374,2,0,0.703439044808589,Medium
9.46491405118024,9.790161463999075,12,0,0.35908502222023675,Medium
8.496328990472147,4.745783340913269,10,4,0.2516933438752689,Medium
10.49223410494178,8.385204851221864,9,3,0.2341065674296262,Medium
8.576128923003434,9.630042740926227,8,7,0.4971268541201126,Medium
7.683086033354716,5.087398396993961,9,2,0.4126809093234508,Medium
2.9367476782809248,4.398977604200665,5,3,0.7168720987700066,Low
5.677158030594335,8.446723895740355,11,0,0.5994670679828946,Medium
4.6520236768172545,7.446838679079471,11,0,0.4128154224043046,Medium
4.439896433790835,9.050972660549633,2,7,0.3193902223601409,Low
11.730105547524456,4.838634259757737,8,5,0.3017598101499597,Medium
5.930977246667604,8.771603871159341,12,3,0.8917283137123342,Medium
10.920465551771134,5.209763920286467,6,3,0.3947823747238938,Medium
8.311386259972629,4.981935657194227,8,0,0.7213685183287748,Medium
9.948113035416483,4.985594787585958,11,2,0.848548742389013,High
7.026370931051921,8.887448321388293,5,4,0.691265048947789,Medium
7.769038846263591,7.991183324177201,10,6,0.8876521853175567,Medium
6.925176938188639,7.138392548614716,2,4,0.5139149772227796,Low
3.952429877980445,6.152982904741015,6,3,0.9649777525191587,Medium
9.224521152615054,9.26320324487865,5,4,0.3065160033424776,Medium
4.807723624408558,6.354670644535812,12,0,0.2817196237260305,Medium
2.2431596643145384,8.899596636829463,13,0,0.7269537169659548,Medium
8.454722959071677,6.634809451421311,12,7,0.9542649131306093,Medium
3.7711067940704894,6.2616665765494455,5,3,0.8471067693090626,Medium
11.404585843529143,6.776078714017639,13,7,0.2611334875504412,Medium
11.539285770025874,5.808267244984853,1,3,0.4234941711477731,Medium
11.148643902204485,8.485656281057507,2,6,0.944255107870259,Medium
5.701587002554444,7.016322340554875,8,6,0.40244674624062765,Low
2.1545661652886743,5.393276170880904,13,5,0.8249363390295354,Medium
11.283185625877254,9.397447439647411,14,3,0.8601057567429631,High
6.281841483173143,6.303347328239268,13,2,0.5963616827687854,Medium
11.666548190436696,7.261317166683932,3,4,0.5090791278786524,Medium
11.636199770892528,9.438832665787281,10,3,0.5600995459358078,Medium
10.530094554673601,7.745427975483953,3,1,0.38157175549229133,Medium
4.944488920695857,4.701388244250184,8,5,0.9115127329030754,Medium
5.850977286019253,9.638992741680852,8,1,0.5604957253838063,Medium
10.511366715168569,7.766248318428508,2,0,0.9059675523648798,Medium
5.169220051562776,6.009433687942517,8,6,0.2845547839250193,Low
3.694927466860925,4.835632435980323,11,4,0.990620216800105,Medium
7.568012624583502,8.764151135621777,13,3,0.5546184699548946,Medium
11.36154774160781,7.720436535571081,13,1,0.23826465631528437,Medium
8.96029796674973,7.200766551857929,1,4,0.23041747858996395,Low
7.700611700893649,9.363355498305745,6,0,0.796965805985471,Medium
2.971764937707685,8.731583267347185,8,6,0.7272284273629446,Low
8.150072266991698,4.910049278396507,3,2,0.84170444650207,Medium
11.900538501042632,5.870332406773289,8,5,0.2842940271622448,Medium
3.40084015236524,5.490934838886794,12,4,0.22845669362843868,Low
7.183296523637368,8.463677755436063,1,4,0.6068634315580628,Low
10.773730719279554,4.201194608414676,11,2,0.5100761851862157,Medium
9.407686177542043,7.419338109227899,11,4,0.5695575493367646,Medium
8.97015740995268,8.574752114444143,9,0,0.9932707270962193,High
9.024840839871093,9.260593820570497,13,0,0.9765999661365361,High
5.594911512197552,6.052490492295445,11,2,0.9538523117385542,Medium
4.935918442644933,8.927543828032077,13,5,0.8270741414141392,Medium
10.093611554785136,4.663790421731243,9,3,0.48387308820551234,Medium
10.101133946791808,9.07871375040711,5,1,0.5297047442102173,Medium
10.670723185801037,4.764931973991894,10,3,0.6396928349751396,Medium
11.132405525564714,6.383723743362204,4,4,0.864427565123872,Medium
7.113423988609378,8.783772194677322,11,1,0.25497026601461426,Medium
7.015162946871996,4.899504564092643,6,7,0.5394375087079105,Medium
9.982951789667752,5.375508371395849,12,2,0.26609413076741495,Medium
8.499639307777652,8.333515410358398,7,2,0.6117260692588093,Medium
9.019668772577035,8.320219219276446,5,5,0.9191206592049883,Medium
9.95792669436101,7.846885797311784,11,1,0.8259879396511505,High
10.900053418175663,8.1636906668026,13,0,0.382273934034488,Medium
5.379951568515358,7.256346660085577,10,1,0.980792679679034,Medium
5.75582952639944,5.5107943534417165,9,4,0.7338803184371427,Medium
2.93981939840869,6.074175961023517,3,0,0.20834215951792245,Low
7.78280140996174,5.089586300808554,7,6,0.40433078774817566,Medium
2.359422737967421,9.45070336800177,10,6,0.40857063993593323,Low
6.655980181324601,7.500350768596723,10,7,0.25540344502868795,Low
7.426446347075766,6.405108500581839,11,6,0.9678612144607432,Medium
4.865412521282844,6.772034821864796,5,2,0.582604235660739,Low
7.9083326056901075,9.683700037670892,14,1,0.9166516778975056,High
2.3050024993904943,4.920108418696481,7,6,0.4577724027557027,Low
2.373481887492144,7.517378992100784,2,3,0.30018685634626174,Low
10.226005606596583,7.035332073306796,4,5,0.5794688879249712,Medium
5.601906414112629,7.668725412607887,2,3,0.2911653077714538,Low
3.2706051265188476,4.108661102925043,14,6,0.588812402382032,Medium
7.222432600548044,9.23274345366491,13,7,0.9362377449755261,Medium
9.699935530986108,9.592709694901675,13,5,0.6166145134673702,Medium
4.1582102749684315,7.390799101535253,12,4,0.6931997815160669,Medium
8.228904758190001,8.179904943261354,7,3,0.32531074957904665,Medium
2.85347464993768,9.534996287063773,2,7,0.2349885007039756,Low
2.516817211686077,8.243431805880391,13,1,0.28864636974384567,Medium
7.31354631568148,4.915234257485568,14,1,0.6788252605474925,Medium
7.406351216101065,7.457730161000879,11,3,0.27600935919384373,Medium
8.374299014982066,7.640290278297135,1,6,0.5007943119530491,Low
9.260913337226615,6.544784027814316,9,7,0.6400735523665249,Medium
11.758520794625346,8.418665413748336,1,1,0.5109222389038777,Medium
7.163003483011953,9.60620208861409,8,4,0.33094704117224116,Medium
5.229564729412459,9.553411077440657,2,0,0.4190330460112852,Low
9.951861947687036,6.705036228424793,12,6,0.9426540262788616,High
4.708322512620742,4.679428275044532,8,7,0.7407858204690843,Medium
6.389714207056361,9.909047193774008,13,4,0.5968382709439093,Medium
2.7845638134226594,9.033388518675604,3,7,0.21017191198951482,Low
2.2535074341545753,4.747976087219601,6,5,0.9939323203915762,Low
11.626484146779251,9.525051295704234,3,4,0.7371639479157146,Medium
10.359801205122059,9.21937817237277,14,6,0.45353798187595595,Medium
8.95974206093698,7.113028342756433,7,5,0.9034149279982706,Medium
6.089529444142698,7.547652614469575,10,6,0.4067452962334545,Medium
3.7329432007084575,6.394016223220781,9,1,0.6352132633462013,Medium
3.5643704267108607,4.328569832932188,2,0,0.7088566109838601,Low
4.502428981645953,6.011183449875405,12,6,0.3768506971629828,Medium
7.4922666470612045,8.81712069158807,12,6,0.9827178230404767,Medium
9.145959227000624,4.027792138027618,14,1,0.7985535247831981,High
8.601973767177313,6.000995030146865,5,2,0.646250580408856,Medium
4.799338969459429,6.38901216154566,13,1,0.34447567854024075,Medium
11.54865280663194,7.2243736176275375,6,5,0.2430865655984209,Medium
9.378969166957685,9.519133698476562,4,1,0.4560478660167868,Medium
7.543540525114007,6.078075966195767,4,1,0.8025498687307222,Medium
8.117207462343522,6.081719211377366,4,0,0.4154650386416201,Medium
6.196000624277899,8.42500748865849,2,1,0.631644976396404,Medium
4.477309895011574,6.713307645338843,4,7,0.7823577413845946,Low
5.559726786512616,5.347628937639891,11,6,0.2863549717171715,Medium
9.57846110464369,6.71463709679616,1,7,0.7482384128926987,Medium
2.1439348862975587,4.8451421222788,12,0,0.2734967101680358,Low
3.1607264050691626,5.05832191903734,6,3,0.9721037937015973,Medium
2.4600264202175275,6.990206636436879,1,2,0.5907153040519517,Low
2.407288023189701,6.513552697027287,10,7,0.32054088616790194,Low
10.554605840110073,9.4890754064086,6,0,0.4739069088268372,Medium
9.036578593800236,6.174363394699799,1,5,0.5307331594362092,Low
6.741738290873252,7.4835301016682605,6,3,0.80654800886123,Medium
2.978341606510015,7.793585727517183,10,0,0.7947390288612874,Medium
6.916158751168323,4.078566739530002,8,0,0.6895524042698649,Medium
6.734717707805657,7.9812242321002635,11,2,0.2847445700467944,Medium
3.732018699100152,5.068215801218509,2,6,0.3212554972701389,Low
6.33851649237973,9.766421904816731,2,7,0.2750055365164453,Low
5.985047343973735,4.891976366518678,14,5,0.66173822663004,Medium
8.158500980522165,6.487744742362143,13,4,0.9017107532091233,Medium
8.350936508676437,4.512098008471863,12,7,0.5470404098038175,Medium
2.453040097720445,9.981245511075684,4,4,0.32867853916619694,Low
5.746126146264713,7.013170061987456,11,0,0.6464338601191737,Medium
8.258599157142363,7.5723101039202625,3,1,0.8494017734925678,Medium
7.031362585800877,4.402458864330565,4,5,0.7933696492103441,Medium
10.564898411883222,8.499762822395066,13,3,0.9051606237400172,High
8.586936316189451,5.259433558573514,12,1,0.4223216777990943,Medium
3.629344270814297,9.388325736644283,7,1,0.3551630938142199,Low
2.705687474004298,5.2308378428920435,13,7,0.903853188753551,Medium
8.424192782063155,5.144126323981999,11,5,0.7260482502224186,Medium
2.2651131054162184,4.219298007088569,1,6,0.44874314400604337,Low
7.8577558127346325,6.832401670659996,6,0,0.7938784404580075,Medium
11.402302414249576,7.3890467995756985,3,0,0.8520947075842944,Medium
7.75474177875879,4.394251836570114,11,0,0.6919825922729059,Medium
5.881699262065219,8.653165700170064,10,0,0.7503072879039321,Medium
8.432882184423532,6.7197330084881655,7,7,0.500207923554133,Medium
6.582528904915167,7.14634161596548,10,4,0.6309565338744313,Medium
7.45616789315935,6.644576481629369,2,0,0.6193273365809298,Medium
11.41464808776525,6.404578365251956,14,4,0.8784382329046176,High
5.861026378007742,7.357841987849307,2,4,0.871971184225746,Medium
11.611905638239142,4.9314414755842755,13,6,0.8661443754776346,High
11.053506419560637,5.091568782971627,4,0,0.20882529140997264,Medium
3.9579113478929644,9.170713726081104,1,2,0.7996363875751107,Low
2.6936130087516545,9.676692772801797,3,3,0.8069411120888039,Low
3.0077800137742665,6.239855897678518,13,1,0.7427030582841134,Medium
2.1822182565154975,5.624468038861322,9,4,0.8050117263131622,Medium
2.944429607559284,7.863997259434095,7,5,0.8735762971973671,Medium
8.830067734163569,6.452405026588578,7,5,0.5762552432814285,Medium
2.7118864846022896,4.152318133962069,13,3,0.6016401707907577,Medium
5.189756302937613,4.936915584197142,13,5,0.2997712455291124,Medium
10.448753109694545,8.295833373084385,11,2,0.5083007064378895,Medium
2.232719357358259,7.953543651460908,4,5,0.7146921439294276,Low
10.144684825889358,4.162575955020901,2,1,0.8243198209178197,Medium
4.818547747734,5.331832971597697,14,1,0.37376727815296845,Medium
3.1816482762165625,5.386448779528428,4,4,0.31025831932738834,Low
8.967371653641507,8.03135646159237,6,0,0.7304336036003938,Medium
8.289428467798839,4.118263226526185,11,6,0.20150390681992852,Medium
10.77472013527053,4.624651491907443,11,2,0.34269806744586384,Medium
9.350710438038858,8.799496512239136,3,4,0.223257104275163,Low
10.034809303848485,5.071267972326002,1,2,0.3335080942838967,Medium
4.820345725713064,7.916476647111248,14,0,0.3450554239404042,Medium
3.774395437797228,5.429096686280359,12,7,0.5101388758003154,Medium
9.506147516408584,4.596648356556071,8,5,0.5218616997492448,Medium
10.06834739267264,5.459033145996725,12,5,0.8994099764881902,High
11.905051420006734,8.333601591133956,13,6,0.6080877699990601,High
6.126176769114265,9.134178808637714,5,0,0.778723812489829,Medium
5.720180857927832,8.98131918740195,5,4,0.28330988633623,Low
9.764129607419967,6.383101177710729,11,6,0.3803510043709551,Medium
5.408035402530178,8.008510819423877,4,0,0.7623547527829415,Medium
11.307573256035647,5.229905772494925,6,3,0.2422431683748225,Medium
10.584127518430119,5.75888638156608,3,1,0.5892781297950025,Medium
6.289940273750183,9.37801491112672,9,6,0.6794951725303471,Medium
9.508710677914973,4.078011541064416,5,6,0.6817165152419848,Medium
9.545428740846823,4.513051185126809,3,4,0.21834624901443364,Low
3.031238688359326,5.247317530876164,11,2,0.45768640338334843,Medium
11.025529066795666,4.1591932232429185,1,3,0.7091925208393233,Medium
7.052523724478571,5.088612610538783,10,4,0.31919978891939477,Medium
10.264574661077416,7.498249365818153,12,0,0.7563325186624426,High
5.200496010306118,6.528547303554988,6,0,0.7967401670509398,Medium
10.955232284962005,9.356030266461849,2,0,0.9855753523569162,Medium
5.892016787341631,8.904661370430645,13,7,0.3678735958851276,Medium
2.1083765148029836,6.050904110187256,3,0,0.8601045341328921,Low
11.053819764192637,5.556540600587755,1,2,0.6162372615349232,Medium
2.9128667678613356,6.278154449003601,9,3,0.49877007691533876,Low
5.193136375904149,7.541769655088847,8,5,0.29790140586014235,Low
11.50061967050805,5.6083818449372576,12,1,0.78840448519003,High
11.506071469375561,7.744893447094804,2,2,0.3886860793149497,Medium
7.734378881232861,6.456469913147442,12,2,0.4971376014984366,Medium
8.318372121697992,7.312283085111881,11,7,0.2500337815178948,Medium
6.4844552197831975,6.6167591748119,8,5,0.8410935326556153,Medium
4.932107716980646,5.766794557251506,12,5,0.8132708191773148,Medium
5.28664545369916,9.690719841772939,14,1,0.78689266403385,Medium
8.725184560770384,8.581634764958565,9,1,0.43955480839350936,Medium
9.5237452943768,4.8406790545987155,1,5,0.3387840594127658,Low
9.915790437258485,9.210807855387477,13,0,0.7100426115761838,High
9.896181427945539,6.924587189497082,5,2,0.5969331072905756,Medium
2.9120610304869037,9.367313361364548,8,4,0.34260197352371324,Low
6.944203047025814,8.799131535683891,11,1,0.748729016839891,Medium
2.575587600166443,6.551281026815401,14,7,0.9929011454570429,Medium
